"","site","date","temperature (degrees C)","Spec_Cond (mS)","DO_sat (% sat)","DO (mg/L)","pH (pH)","ORP (mV)","Turbidity (NTU)","Chlor (ug/L)","SSC (mg/L)","Alkalinity (mg CaCO3/L)","DOC_R5 (mg/L)","DOC_Awberc (mg/L)","TOC_R5 (mg/L)","TOC_Awberc (mg/L)","Fluoride (mg/L)","Chloride (mg/L)","Bromide (mg/L)","Nitrate (mg/L)","Orthophosphate (mg/L)","Sulfate (mg/L)","Ammoniacal_nitrogen (mg/L)","DIN (mg/L)","TKN (mg/L)","TDP (mg/L)","TP (mg/L)","Aluminum_dissolved","Calcium (mg/L)","Copper_dissolved (ug/L)","Iron_dissolved (mg/L)","Magnesium (mg/L)","Manganese_dissolved (mg/L)","Potassium (mg/L)","Sodium (mg/L)","Zinc_dissolved (ug/L)","Aluminum_total (mg/L)","Copper_total (mg/L)","Iron_total (mg/L)","Manganese_total (mg/L)","Zinc_total (ug/L)","Flow_condition"
"527","REF 7",2008-07-30 09:20:00,"19.04","1.146",NA,6.75,7.11,192.3,31.4,9.3,"1.21556","280",NA,NA,NA,NA,NA,175,"0.14","0.27","0.46",41.7,"nd","0.04","0.266","0.16","0.18","nd","117","3.1","0.202",19.8,"0.0893","3.25",77.6,"10.4","0.368","3.47","0.379","0.105","8.77","Base"
"528","REF 7",2008-08-12 14:40:00,"17.46","0.839",71,6.76,7.54,314.9,3.7,NA,"3.93856","270",3.6,NA,"4",NA,NA,213,"0.14","0.4","0.39",47.1,"nd","0.06","0.25","0.14","0.18","nd","132","2.1","0.0102",22.9,"0.0574","3.34",94.3,"nd","0.215","2.66","0.219","0.0689","nd","Base"
"529","REF 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Base"
"530","REF 7",2008-10-15 14:40:00,"15.73","1.264",76.8,7.6,6.79,296,5,NA,"9.93049","220",4.8,NA,"5.4",NA,NA,182,"0.062","4.91","0.57",130,"nd","1.16","0.337","0.19","0.21","0.0296","142","3","0.0271",23.2,"0.104","3.21",98.8,"10.8","0.139","2.88","0.192","0.122","12.5","Base"
"531","REF 7",2008-12-09 11:00:00,"4.23","1.149",88.5,11.49,7.33,136,-1.4,NA,"20.0951877313","190",3.7,3.506,"5",3.917,NA,202,"0.045","0.086","0.37",72.7,"nd","u","0.269","0.14","0.2","0.023","118","3.2","0.005",20.4,"0.0041","2.56",73.7,"nd","0.405","53.9","0.581","0.0332","nd","Base"
"532","REF 7",2009-01-26 12:16:00,"-0.08","0.612",112.3,16.31,7.27,-176.7,0.8,NA,"1.2180267966","160",2.5,3.0735,"2.2",2.98,NA,233,"0.066","2.91","0.31",72.1,"nd","0.6","0.155","0.1","0.11","nd","111","2.6","0.0045",20,"0.0017","2.55",88.7,"22.5","0.0642","3.07","0.0846","0.00522","18.9","Base"
"533","REF 7",2009-02-24 10:10:00,"-0.05","1.544",104.3,15.12,15.43,165.5,2.4,NA,"7.0866141732","150",2.5,3.405,"2.8",3.176,NA,338,"0.069","3.12","0.28",65.4,"nd","78.5","nd","0.09","0.1","nd","114","4.1","0.0138",19.3,"0.0012","2.43",147,"21.7","0.0993","2.75","0.12","0.00629","19.4","Base"
"534","REF 7",2009-03-17 14:22:00,"8.88","1.463",94.9,10.9,8.67,276.8,7.7,NA,"7.17703","220",3.6,4.438,"2.7",3.501,NA,0.066,"0.86","0.34","69.4",NA,NA,"0.19",NA,NA,NA,"nd","117","2.1","0.0104",19.4,"0.0011","2.77",131,"19.5","0.161","2.81","0.197","0.00914","18.7","Base"
"535","REF 7",2009-04-27 11:31:00,"16.31","1.223",102.3,9.99,7.89,325.5,12.5,NA,"18.46822","200",3.5,3.476,"3",3.26,NA,225,"0.07","0.37","0.33",62.9,"nd","0.08","0.556","0.11","0.12","nd","114","1.9","0.0109",19.4,"0.0051","2.33",90.9,"23.3","0.518","1.86","0.488","0.0234","18.7","Base"
"536","REF 7",2009-05-21 14:21:00,"15.3","1.34",90,89.3,7.33,124.5,12.6,NA,"12.14575","210",2.6,2.563,"3.2",2.898,NA,242,"0.071","0.8","0.36",63.2,"nd","0.15","0.467","0.12","0.17","nd","135","2.2","0.0108",22.8,"0.006","2.49",103,"10.8","0.514","2.27","0.451","0.0192","nd","Base"
"537","REF 7",2009-06-09 10:39:00,"17.3","1.451",86.5,8.16,7.72,165.1,8.9,NA,"12.81538","240",6.2,3.732,"4.3",3.681,NA,262,"0.13","0.28","0.42",52.8,"nd","0.06","0.56","0.13","0.16","0.0542","137","nd","0.0232",24.7,"0.0713","3.13",112,"24.7","0.422","nd","0.364","0.085","24.7","Base"
"538","REF 7",2009-07-16 07:49:00,"19.43","1.673",NA,5.05,7.93,-26,0.3,3.6,"6.89376","300",4.3,4.92,"4.2",4.968,NA,347,"0.26","0.46","nd",38,"0.38","0.08","0.49","0.18","0.17","nd","161","1.9","0.0137",29.1,"0.189","3.56",127,"28.7","0.156","1.98","0.172","0.2","29.7","Base"
"539","REF 7",2009-09-14 10:43:00,"15.31","1.22",77.2,7.7,7.73,183,13.6,NA,"15.23657","260",3.9,4.736,"4.1",4.48,NA,173,"nd","0.39","nd",53.2,"nd","nd","0.888","0.1","0.13","nd","129","4.3","0.0049",21.9,"0.0304","3.48",86.9,"6.6","0.187","3.41","0.309","0.052","7.88","Base"
"540","REF 7",2009-10-06 10:40:00,"11.95","1.017",73.3,7.9,9,53.5,30.2,NA,"45.9247","220",3.8,3.572,"3.7",3.538,NA,138,"nd","nd","nd",41.8,"nd","nd","0.801","0.11","0.17","nd","107","2.6","0.0067",18.5,"0.0094","3.07",71.2,"7.6","0.698","3.39","1.02","0.0543","10.5","Base"
"541","REF 7",NA,"2.48","1.239",93.8,12.75,7.82,86.8,4.9,2,"98.30668","250",NA,3.377,NA,3.339,0.25,172,"61.7","0.37","nd",61.7,"n","0.11",NA,"0.1","0.2","0.0649","124","nd","0.0073",23.2,"0.0074","2.42",62.4,"26.1","1.34","nd","1.95","0.111","30.8","Base"
"542","REF 7",2010-02-01 13:10:00,"-0.01","1.561",98,14.26,7.85,68,9.4,-0.3,"5.35641","250",1.9,NA,"2",NA,NA,243,"nd","1.66","nd",74.9,"nd","0.41","0.51","0.04","0.21","0.0651","129","1.6","0.0081",25.2,"0.0026","1.94",88.6,"37.6","0.278","2.09","0.309","0.015","38.9","Base"
"543","REF 7",2010-03-17 13:15:00,"8.49","1.204",104.3,12.15,8.05,74,29.7,NA,"27.86753","230",3.4,3.259,"2.9",2.721,NA,193,"n","0.92","n",61.4,"n","0.24","0.752","0.05","0.13","0.0585","112","1.8","0.0078",19.8,"0.0018","1.84",84.6,"36.5","0.752","2.61","0.656","0.0322","0.0385","Base"
"544","REF 7",2010-04-01 09:46:00,"9.33","1.1723",102,11.66,7.95,9.1,30.5,NA,"12.90843","260",NA,2.823,NA,2.668,NA,190,"n","0.43","n",65.9,"n","0.12","0.615","0.34","0.18","0.0491","125","nd","nd",21.5,"0.0015","1.76",75,"33.8","0.864","nd","0.896","0.035","37.8","Base"
"545","REF 7",2010-05-25 09:18:00,"17.07","1.326",91.8,8.83,7.89,148,51.1,4,"71.64179","260",NA,3.28,NA,3.197,NA,222,"n","1.06","n",67.3,"n","0.25","0.856","0.1","0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Base"
"546","REF 7",2010-07-06 09:32:00,"20.2","1.36",90.1,8.11,7.76,278.7,22.3,NA,"31.97086","260",NA,61.93,NA,61.58,NA,NA,NA,NA,NA,NA,"nd","0.23","0.605","0.18","0.29","0.0314","132","4.4","nd",24.1,"0.048","3.48",75.8,"nd","1.18","3.29","1.08","0.0922","nd","Base"
"547","REF 7",2010-08-04 11:16:00,"23.53","1.957",40.7,3.43,9.9,-300,34.7,NA,"9.09467","290",NA,5.479,NA,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0402","146","3.2","nd",30.5,"0.108","5.76",162,"nd","0.346","3.78","0.423","0.228","nd","Base"
"548","REF 7",2005-08-30 16:00:00,"21","0.544",116.3,10.36,7.76,187,521,NA,"70.8","170",5.5,NA,"7.5",NA,NA,164,"0.1","3","0.65",54.4,"0.12","0.66","0.92","0.19","0.37","nd","91.9","5.23","0.00861",16,"0.0313","3.85",89,"10.1","2.03","6.78","2.61","0.175","39.9","Storm"
"549","REF 7",2005-08-30 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"569","100",6.8,NA,"7.5",NA,NA,50.3,"0.02","3.46","0.67",22,"nd","0.76","2.21","0.17","2.02","nd","143","5.94","nd",24.7,"0.0401","4.42",33.4,"12.6","20.2","19.5","28.3","0.602","78.7","Storm"
"550","REF 7",2005-08-30 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"528","110",7.5,NA,"8.3",NA,NA,59.9,"0.05","2.22","0.52",22.2,"nd","0.47","2.42","0.16","1.86","nd","46.4","3.32","0.0189",7.15,"nd","2.71",32.9,"5.56","15.5","20.4","22.5","0.657","67.7","Storm"
"551","REF 7",2005-08-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"614","100",7.7,NA,"8.4",NA,NA,53.4,"0.04","2.21","0.49",21.6,"nd","0.45","2.98","0.16","2.27","0.0345","43.2","7.35","0.0563",6.59,"0.000738","2.47",29.6,"11.9","19.1","21.4","26.5","0.859","78.5","Storm"
"552","REF 7",2005-08-30 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"351","110",7.6,NA,"9",NA,NA,61.6,"0.06","1.82","0.46",21.1,"nd","0.39","1.99","0.15","1.16","nd","48.6","4.15","0.0273",7.69,"0.000574","2.38",32.3,"7.48","11.1","13.5","14.6","0.456","48.5","Storm"
"553","REF 7",2005-08-30 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"216","120",7.4,NA,"8.3",NA,NA,67.5,"0.07","1.95","0.41",23.1,"nd","0.44","1.85","0.14","0.69","nd","55.1","4.01","0.0255",8.92,"0.000589","2.27",33.3,"7.62","7.1","8.28","8.35","0.283","32.6","Storm"
"554","REF 7",2005-08-30 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"92.9","120",6.6,NA,"8",NA,NA,73.4,"0.07","2.03","0.38",25.7,"0.15","0.48","0.82","0.12","0.37","nd","59.8","3.13","0.0201",9.66,"0.000431","2.28",35.2,"21.5","3.22","6.03","3.86","0.146","17.4","Storm"
"555","REF 7",2005-08-31 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"55.8","130",6.7,NA,"7.3",NA,NA,76,"0.08","4.07","0.38",26.9,"0.09","0.49","0.82","0.13","0.27","nd","62.8","3.37","0.025",11.1,"0.000682","2.3",35.1,"7.54","2","5.03","2.37","0.106","15.4","Storm"
"556","REF 7",2005-08-31 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"48.9","130",6.2,NA,"7.4",NA,NA,77.2,"0.07","1.99","0.38",27.2,"0.05","0.47","0.7","0.13","0.26","nd","61.1","3.73","0.0171",9.79,"0.000807","2.31",36.2,"7.74","1.93","4.43","2.48","0.087","14.7","Storm"
"557","REF 7",2005-08-31 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"292","110",6.7,NA,"7.7",NA,NA,66.8,"0.05","1.63","0.41",22.9,"0.1","0.37","1.58","0.14","0.97","nd","50.4","5.32","0.0361",7.73,"0.00128","2.16",33.9,"10.6","8.52","11.9","11.4","0.386","39.2","Storm"
"558","REF 7",2005-08-31 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"97.4","120",7.4,NA,"8.5",NA,NA,64.9,"0.06","5.26","0.39",26.5,"0.06","0.57","0.94","0.14","0.42","nd","57.3","5.04","0.0415",8.65,"0.000788","2.27",33.6,"7.77","3.95","6.72","4.61","0.151","24.6","Storm"
"559","REF 7",2006-04-18 16:00:00,"12.13","0.837",106.1,11.3,8.13,140,12.4,NA,"16.4","210",9.7,NA,"11",NA,NA,105,"0.04","0.42","0.27",52.6,"nd","0.09","0.28","0.13","0.17","nd","98.3","2.37","nd",16.5,"0.0054","1.51",43.7,"8.96","0.42","3.16","0.451","0.025","10.1","Storm"
"560","REF 7",2006-07-11 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"10.5","300",7.7,NA,"15.4",NA,NA,270,"0.3","0.41","1.08",24.5,"0.78","0.1","1.43","0.34","0.29","nd","151","2.05","nd",26.4,"1.79","4.1",109,"19.1","0.173","2.13","0.291","1.92","21.3","Storm"
"561","REF 7",2006-07-11 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"15.4","290",8.1,NA,"14.6",NA,NA,270,"0.3","0.91","1",25.7,"0.65","0.21","1.3","0.3","0.29","nd","147","2.07","nd",26,"1.64","4.18",111,"19.1","0.349","2.43","0.485","1.76","20.2","Storm"
"562","REF 7",2006-07-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"15.8","300",8.5,NA,"16.6",NA,NA,265,"0.3","1.14","1",25.4,"0.67","0.28","1.22","0.28","0.3","nd","146","2.27","nd",25.6,"1.65","4.13",111,"18.6","0.584","2.45","0.636","1.76","22.4","Storm"
"563","REF 7",2006-07-11 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"17","260",9.2,NA,"18.1",NA,NA,249,"0.28","4.86","0.89",31.2,"0.56","1.01","1.3","0.24","0.29","nd","133","3.1","0.209",23.5,"1.29","4.06",106,"25.1","0.963","3.48","0.82","1.38","21.9","Storm"
"564","REF 7",2006-07-12 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"20.3","220",9.9,NA,"15.7",NA,NA,235,"0.25","7.34","0.84",35.9,"0.44","1.64","1.16","0.27","0.26","nd","120","3.15","nd",20.8,"0.961","3.96",102,"18.7","1.09","4.05","0.867","1.14","24.5","Storm"
"565","REF 7",2006-07-12 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"16.8","230",8,NA,"9.4",NA,NA,240,"0.25","5.06","0.82",36.2,"0.46","1.33","1.21","0.22","0.26","nd","127","3.1","nd",22.1,"1.1","3.93",107,"19.6","0.886","3.83","0.824","1.18","26","Storm"
"566","REF 7",2006-07-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"16.6","240",8.2,NA,"13.4",NA,NA,334,"0.46","5.2","0.59",53.8,"0.3","1.36","0.84","0.15","0.2","nd","148","2.7","nd",25.2,"0.995","4.09",146,"22.3","1.19","3.34","0.751","1.04","26.8","Storm"
"567","REF 7",2006-07-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"62.9","170",9.8,NA,"16.9",NA,NA,207,"0.18","4.35","0.54",52.4,"nd","1.35","1.12","0.15","0.31","nd","101","3.46","0.0195",16.6,"0.135","3.79",105,"16.5","5.65","5.74","3.32","0.203","34.4","Storm"
"568","REF 7",2006-09-12 12:41:00,"19.14","0.735",61.5,5.68,7.51,176,120.3,NA,"113","150",19.9,NA,"22.1",NA,NA,90.2,"0.02","1.44","1.1",32.7,"nd","0.46","0.675","0.4","0.7","0.0311","59.3","nd","0.0371",9.4,"0.0307","4.22",54.8,"22.4","5.61","4.4","4.77","0.165","44","Storm"
"569","REF 7",2006-09-12 17:02:00,"18.69","0.517",93.9,8.75,7.89,189,602.1,NA,"584","130",15,NA,"17.1",NA,NA,58.8,"0.03","2.33","0.68",27.3,"nd","0.56","2.31","0.23","2.09","0.0629","49.8","nd","0.0723",8.05,"0.00322","3.56",30.5,"18.1","15.8","16.3","22","0.91","92.3","Storm"
"570","REF 7",2006-09-12 19:02:00,"18.9","0.425",95.2,8.84,7.93,190,1320,NA,"296","100",14.6,NA,"15.1",NA,NA,51.3,"nd","2.37","0.58",22.7,"0.21","0.53","1.69","0.21","1.15","0.0899","43.7","nd","0.138",6.46,"0.00431","2.97",25.1,"19.6","10.3","7.63","13.3","0.506","53.1","Storm"
"571","REF 7",2006-09-12 01:02:00,"19.49","0.542",91.7,8.41,8.01,198,54.3,NA,"59.1","130",12.6,NA,"11.6",NA,NA,65.6,"0.04","2.96","0.49",27.8,"0.48","0.68","1.3","0.17","0.34","nd","58.5","nd","0.0255",9.02,"0.00107","2.96",31.9,"21.8","2.39","3.11","2.59","0.144","29.2","Storm"
"572","REF 7",2006-09-13 07:02:00,"18.93","0.55",88,8.16,7.94,199,43.3,NA,"40.2","140",66.9,NA,"13.4",NA,NA,67.7,"0.03","4.02","0.4",28.4,"0.13","0.92","0.864","0.17","0.29","nd","60.3","nd","0.0225",9.17,"0.00662","2.95",33.9,"23.2","1.78","2.18","1.89","0.0901","28.3","Storm"
"573","REF 7",2007-02-20 15:40:00,"-0.13","2.192",103.5,15.04,7.55,373.5,7.3,NA,"5.15","200",19.4,NA,"21.8",NA,NA,518,"0.1","3.71","0.33",75.8,"nd","0.83","0.257","0.13","0.16","nd","150","nd","nd",25.6,"0.00369","2.47",206,"36.7","0.316","nd","0.277","0.0147","41.7","Storm"
"574","REF 7",2007-03-01 14:27:00,"3.11","0.75",99.2,13.28,7.81,351.1,17.5,NA,NA,"11",10.6,NA,"14.3",NA,NA,207,"0.05","3.03","0.28",52.9,"nd","0.66","0.241","0.13","0.19","nd","90.1","nd","0.0184",15,"0.0023","1.76",88.3,"34.3","1.24","nd","0.746","0.0175","28.1","Storm"
"575","REF 7",2007-03-01 15:54:00,"3.58","1.075",112,14.8,7.97,328,24,NA,NA,"nd",8.3,NA,"14.6",NA,NA,205,"0.05","3.1","0.3",49.1,"nd","0.68","0.404","0.12","0.21","0.035","86.7","nd","0.0335",13.9,"0.00359","1.69",87.6,"17.3","1.91","2.13","1.2","0.0284","20.4","Storm"
"576","REF 7",2007-03-01 18:52:00,"4.42","0.94",100.3,12.97,7.84,311,27.1,NA,NA,"nd",10.8,NA,"15.4",NA,NA,177,"0.04","3.35","0.28",41.2,"nd","0.74","0.396","0.12","0.22","0.0642","77.2","nd","0.0794",12.1,"0.00323","1.6",77,"19.5","2.03","1.76","1.39","0.0288","16.1","Storm"
"577","REF 7",2007-03-15 01:58:00,"6.42","1.116",0.3,0.03,8.09,206,30.6,4.6,NA,"230",16.3,NA,"18.6",NA,NA,240,"0.04","0.88","0.37",85.5,"nd","0.19","0.255","0.13","0.16","0.031","132","nd","nd",22.2,"0.0029","2.61",87.9,"32.3","1.85","5.03","1.45","0.0483","29","Storm"
"578","REF 7",2007-03-16 06:02:00,"5.86","1.162",0.3,0.04,8.07,217,18.6,5,NA,"220",17.7,NA,"18.4",NA,NA,262,"0.07","1.08","0.36",86.1,"nd","0.25","0.325","0.13","0.15","nd","132","nd","nd",22.3,"0.00258","2.54",97.2,"31","0.929","1.73","0.788","0.0311","39.6","Storm"
"579","REF 7",2007-03-16 14:02:00,"4.7","1.229",0.3,0.04,8.09,225,10,2,NA,"190",15.5,NA,"16.3",NA,NA,325,"0.07","2.28","0.34",71.1,"nd","0.52","0.456","0.12","0.26","nd","113","nd","0.0208",18,"0.00361","2.21",143,"36.4","3.9","2.42","2.69","0.0886","40.9","Storm"
"580","REF 7",2007-03-16 16:02:00,"4.91","1.237",0.3,0.03,8.12,215,8.4,3.9,NA,"190",15.8,NA,NA,NA,NA,320,"0.06","2.75","0.36",60.6,"nd","0.61","0.495","0.14","0.34","0.0389","100","1.65","0.0212",16,"0.00375","2.13",143,"30.8","5.31","3.61","3.8","0.126","40.9","Storm"
"581","REF 7",2007-03-16 18:02:00,"4.94","1.233",0.3,0.03,8.13,210,8.6,2.2,NA,"180",14.7,NA,NA,NA,NA,248,"0.05","3.04","0.32",55.8,"nd","0.67","0.471","0.13","0.28","0.166","96.5","nd","0.123",15.5,"0.00535","2.01",102,"30","4.67","3.47","3.19","0.0923","36.7","Storm"
"582","REF 7",2007-03-17 12:02:00,"2.75","1.225",0.3,0.04,8.15,231,5.8,3.3,NA,"220",15.5,NA,NA,NA,NA,272,"0.07","1.58","0.35",78.7,"nd","0.35","0.374","0.12","0.22","0.0371","116","nd","nd",18.9,"0.00369","2.22",108,"0.0316","2.37","2.04","1.75","0.0659","40.9","Storm"
"583","REF 7",2007-03-17 20:02:00,"5.31","1.245",0.1,0.01,8.18,176,5.6,2.2,NA,"170",14.7,NA,NA,NA,NA,245,"0.06","3.02","0.32",55.9,"nd","0.68","0.515","0.14","0.29","0.28","96","nd","0.223",15.6,"0.00825","2.1",102,"30.7","4.13","2.83","2.98","0.084","36.7","Storm"
"584","REF 7",2007-04-03 22:00:00,"17.3","1.126",92.8,8.89,8.11,224,16.1,4.1,NA,"240",15.7,NA,"19",NA,NA,194,"0.07","0.44","0.34",82.8,"nd","0.1","0.269","0.15","0.17","1.43","128","2.48","0.966",22.4,"0.0429","2.53",62.2,"47.5","1.35","nd","0.979","0.0438","46.9","Storm"
"585","REF 7",2007-04-03 00:00:00,"15.92","1.05",89.4,8.81,7.98,190,118.1,10.5,NA,"190",15.8,NA,"26.8",NA,NA,194,"0.06","1.05","0.32",69.7,"nd","0.24","0.933","0.13","0.61","0.0746","104","2.16","0.0581",17.7,"0.00818","2.05",70.7,"33.2","6.28","6.3","5.32","0.239","58.6","Storm"
"586","REF 7",2007-04-03 01:00:00,"15.3","0.796",91.3,9.12,7.88,199,403.5,24.4,NA,"160",15.4,NA,"25.9",NA,NA,143,"0.04","1.48","0.38",47.2,"0.09","0.34","1.67","0.16","1.93","0.0856","78.2","1.8","0.075",13.5,"0.00433","1.78",53.9,"27.4","17.1","17.3","22.4","0.941","96.2","Storm"
"587","REF 7",2007-04-03 02:00:00,"14.05","0.607",94.2,9.69,7.68,202,847.3,40.7,NA,"130",17.7,NA,"23.9",NA,NA,107,"0.03","2.57","0.47",31.4,"0.09","0.59","2.7","0.26","2.61","3.25","57.2","3.75","1.85",8.82,"0.0443","2.66",41.8,"27.9","25.4","25.8","33.4","1.41","119","Storm"
"588","REF 7",2007-04-04 07:00:00,"13.12","0.636",92,9.65,7.82,226,78.5,9.3,NA,"140",13.9,NA,"12.5",NA,NA,103,"0.04","2.39","0.32",37,"nd","0.54","0.845","0.12","0.45","0.0798","68.7","2.02","0.0828",9.83,"0.00407","1.61",38.4,"24.5","5.84","nd","4.04","0.148","35","Storm"
"589","REF 7",2007-06-19 15:40:00,"20.21","1.288",5.7,0.51,7.85,0,22.4,4.7,"31.76179","340",30.2,NA,"34.4",NA,NA,367,"0.22","0.02","nd",79.6,"0.9","nd","6.41","0.11","0.3","0.036","185","1.65","0.0273",38,"2.64","9.48",139,"18.2","0.622","2.33","0.668","2.57","21.3","Storm"
"590","REF 7",2007-06-19 21:00:00,"20.8","1.17",42,3.75,7.84,86,328.8,15.6,"493.6954","250",32.5,NA,"32.7",NA,NA,263,"0.15","5.32","0.38",63.6,"0.86","1.23","6.19","0.27","1.78","0.127","136","3.63","0.135",28.8,"1.47","8.87",106,"14","12.9","14","18.9","2.18","68.8","Storm"
"591","REF 7",2007-07-19 18:29:00,NA,NA,NA,NA,NA,NA,NA,NA,"288.8252","270",7.9,NA,"14.4",NA,NA,175,"0.14","0.76","0.41",44.3,"nd","0.17","1.28","0.15","0.75","nd","119","1.47","nd",22.4,"0.000497","3.75",69.6,"15.1","5.74","6.34","6.58","0.423","41.2","Storm"
"592","REF 7",2007-07-19 20:32:00,NA,NA,NA,NA,NA,NA,NA,NA,"517.1038","130",14.7,NA,"11.2",NA,NA,78.3,"0.04","3.11","0.47",24.4,"0.06","0.7","1.95","0.16","1.58","nd","54.1","1.74","0.0267",8.46,"0.000425","3.08",35.6,"8.38","14.8","12.6","17.9","0.589","74.8","Storm"
"593","REF 7",2007-07-19 00:32:00,NA,NA,NA,NA,NA,NA,NA,NA,"151.4836","160",15.2,NA,"10.8",NA,NA,116,"0.06","1.69","0.46",14.6,"0.06","0.38","1.16","0.19","0.58","nd","84.1","nd","nd",15.9,"0.000572","3.04",49.9,"10.9","5.27","5.9","5.5","0.222","26.8","Storm"
"594","REF 7",2007-07-19 04:32:00,NA,NA,NA,NA,NA,NA,NA,NA,"51.80534","180",15.9,NA,"10.6",NA,NA,132,"0.07","0.79","0.44",27.4,"nd","0.16","0.558","0.2","0.31","nd","84.1","nd","nd",15.9,"0.000572","3.05",49.9,"10.9","1.46","2.64","1.65","0.0881","14.1","Storm"
"595","REF 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Storm"
"596","REF 7",2007-12-02 21:22:00,NA,NA,NA,NA,NA,NA,NA,NA,"116.5919","100",12.6,NA,"17",NA,NA,89.3,"u","0.58","0.6",45.3,"u",NA,"0.994","0.19","0.54","5.03","55.7","5.65","4.19",9.78,"0.138","3.82",40.4,"62.3","u","2.5","0.0189","0.0138","0.0408","Storm"
"597","REF 7",2007-12-02 23:22:00,NA,NA,NA,NA,NA,NA,NA,NA,"297.3115","67",19.8,NA,"16.8",NA,NA,29,"u","3.88","0.91",22,"u",NA,"2.17","0.29","1.28","9.92","34","12","94.5",6.58,"0.381","4.63",14.9,"57.4","0.0721","3.2","0.0931","0.0154","0.0236","Storm"
"598","REF 7",2007-12-02 03:22:00,NA,NA,NA,NA,NA,NA,NA,NA,"49.84584","86",16.8,NA,"11.5",NA,NA,39.5,"u","6.32","0.55",31.1,"u",NA,"0.896","0.18","0.37","3.65","41.3","4.53","2.49",6.81,"0.0525","2.8",19.3,"40","0.0617","3.2","0.0842","0.0059","0.0353","Storm"
"599","REF 7",2008-02-26 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"0.41841","160",3.6,NA,"3.7",NA,NA,732,"0.098","4.68","0.28",79.5,"nd","1.03","0.211","0.1","0.11","nd","133","3.2","nd",20.9,"0.0015","2.39",359,"30.1","0.0912","3.18","0.129","0.0054","24.9","Storm"
"600","REF 7",2008-02-26 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"7.898894","150",4.2,NA,"3.4",NA,NA,590,"0.083","4.91","0.29",55.5,"nd","1.08","0.29","0.1","0.14","0.0369","122","2.3","nd",19.6,"0.0022","2.26",290,"24.3","0.454","3.25","0.56","0.0179","23.2","Storm"
"601","REF 7",2008-02-26 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"44.90862","120",4.5,NA,"5.2",NA,NA,495,"0.066","4.83","0.28",45.2,"nd","1.14","0.512","0.1","0.21","0.046","108","2.3","0.0416",16.7,"0.0037","2.12",242,"24.1","1.59","3.37","1.65","0.0544","26.2","Storm"
"602","REF 7",2008-02-26 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"66.5336","110",5,NA,"5.7",NA,NA,413,"0.055","4.44","0.28",36.5,"nd","1.14","0.604","0.1","0.33","0.0382","88.9","2.2","0.0341",13.7,"0.0036","1.96",197,"19.5","2.37","3.95","2.63","0.0875","24.9","Storm"
"603","REF 7",2008-02-26 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"11.41167","110",5.2,NA,"5",NA,NA,260,"0.04","5.11","0.29",32.1,"nd","1.25","0.328","0.14","0.15","0.564","72.4","2","0.583",9.92,"0.0127","1.79",140,"17.8","0.826","2.13","0.841","0.0173","17.1","Storm"
"604","REF 7",2008-03-27 07:00:00,"7.92","0.594",94.1,11.15,7.76,192,30.5,3.3,"9.952607","170",3.2,NA,"2.8",NA,NA,137,"0.032","1.65","0.26",53.6,"nd","0.36","nd","0.12","0.14","nd","95.5","nd","nd",14.3,"0.0008","1.72",56,"5","0.329","nd","0.417","0.0156","5.18","Storm"
